index,foundation,project,field,location
1082,浙江青田之家公益基金会,《我们一起来说青田话》项目,科学研究,浙江省丽水市青田县
1083,浙江青田之家公益基金会,寻根青田夏令营项目,侨务,浙江省丽水市青田县
1084,浙江青田之家公益基金会,在台新生代返乡寻根活动项目,文化,浙江省丽水市青田县
1085,浙江青田之家公益基金会,关爱留守儿童工作项目,侨务,浙江省丽水市青田县
1086,浙江青田之家公益基金会,爱心校服公益项目,扶贫助困,浙江省
1087,浙江省发展侨务事业基金会,救灾补助,安全救灾,浙江省宁波市
1088,辽宁爱之光防盲基金会,本山何氏光明行,医疗救助,辽宁省铁岭市调兵山市，辽宁省大连市瓦房店市，辽宁省本溪市桓仁满族自治县，辽宁省铁岭市
1089,辽宁爱之光防盲基金会,中央财政社区老年人眼病防治项目,卫生保健，医疗救助,辽宁省沈阳市
1090,辽宁爱之光防盲基金会,爱之光国际俱乐部千人复明计划,卫生保健，医疗救助,辽宁省沈阳市康平县，辽宁省沈阳市辽中县，辽宁省沈阳市新民市，辽宁省沈阳市法库县
1091,辽宁爱之光防盲基金会,何氏眼科创新奖,科学研究,辽宁省沈阳市
1092,辽宁爱之光防盲基金会,中伦光明之旅公益项目,卫生保健，医疗救助,辽宁省沈阳市
1093,浙江省扶贫基金会,资助大学生,教育,浙江省
1094,浙江省扶贫基金会,扶贫帮困,扶贫助困,江苏省
1095,浙江省扶贫基金会,慰问资助贫困老人,扶贫助困,浙江省温州市苍南县
1096,浙江省扶贫基金会,校舍设施的改进,教育,浙江省金华市浦江县
1097,北京万通公益基金会,四川芦山地震,安全救灾,四川省雅安市芦山县
1098,北京万通公益基金会,基金会能力建设,公益行业发展,北京市朝阳区
1099,北京万通公益基金会,格致生态之杭州现代城社区环境友好示范项目,环境,浙江省杭州市下城区
1100,北京万通公益基金会,格致生态之绿色主妇——美丽生活,环境,北京市海淀区
1101,北京万通公益基金会,格致生态之绿色民安,环境,北京市东城区
1102,北京万通公益基金会,格致生态之打造水与绿的生态小区,环境,台湾
1103,北京万通公益基金会,格致生态之史家胡同生态社区项目,环境,北京市朝阳区
1104,北京万通公益基金会,格致生态之水井坊美丽院落项目,环境,四川省成都市
1105,北京万通公益基金会,格致生态社区之嘉好田园生态社区建设行动二期项目,环境,四川省广元市
1106,北京市中国人民大学教育基金会,百人计划友成奖学金,公益行业发展,
1107,北京市中国人民大学教育基金会,雅安募捐,安全救灾,四川省雅安市芦山县
1108,北京市中国人民大学教育基金会,桑坦德奖学金,教育,北京市海淀区
1109,北京市中国人民大学教育基金会,“京东奖助学金”,教育,北京市海淀区
1110,北京市中国人民大学教育基金会,关爱师生基金,教育,北京市海淀区
1111,北京市中国人民大学教育基金会,“立邦优秀贫困学生奖励基金”,教育,北京市海淀区
1112,北京市中国人民大学教育基金会,“睿信老教师关爱基金”,医疗救助,北京市海淀区
1113,北京市中国人民大学教育基金会,“智库建设”,科学研究,北京市海淀区
1114,北京市中国人民大学教育基金会,心平基金,教育,北京市海淀区
1115,北京市中国人民大学教育基金会,曾宪梓助残研究基金,科学研究,
1116,北京市中国人民大学教育基金会,重阳投资教育基金,科学研究,北京市海淀区
1117,北京市中国人民大学教育基金会,汉青国际教育创新基金,教育,
1118,北京市中国人民大学教育基金会,国际佛学研究基金,科学研究，文化,
1119,北京市中国人民大学教育基金会,彭真思想研究与教育,科学研究,
1120,北京市中国人民大学教育基金会,货币前沿研究基金,科学研究,
1121,北京市中国人民大学教育基金会,亚太法学研究基金,科学研究,
1122,北京文化发展基金会,艺术北京专项基金,艺术,北京市东城区
1123,北京文化发展基金会,中韩艺术交流展,艺术,北京市东城区
1124,北京文化发展基金会,和谐社区专项基金,文化,全国
1125,北京文化发展基金会,社区活动—北京欢乐社区行,艺术,北京市
1126,北京文化发展基金会,周昌新专项基金,艺术,
1127,北京文化发展基金会,艺术授权专项基金,文化，艺术,
1128,北京文化发展基金会,新年美展,文化,北京市朝阳区
1129,北京文化发展基金会,中间艺术区专项基金,文化,
1130,北京文化发展基金会,国际艺术品专项基金,文化,
1131,北京文化发展基金会,周末音乐汇,文化,
1132,北京文化发展基金会,贾起家专项基金,文化,
1133,北京文化发展基金会,培艺艺术专项基金,艺术,
1134,北京文化发展基金会,IN59,扶贫助困,
1135,浙江省老年事业发展基金会,送光明行动,医疗救助,浙江省
1136,北京文化发展基金会,中国艺术名家笔下的文化遗产系列活动,文化,
1137,北京文化发展基金会,百度公益项目,教育,
1138,北京文化发展基金会,艺术提升项目,文化,
1139,浙江省老年事业发展基金会,助老济困送温暖,扶贫助困,浙江省
1140,辽宁省妇女儿童基金会,“母亲邮包”项目,安全救灾,辽宁省抚顺市
1141,辽宁省妇女儿童基金会,“PAC”项目,卫生保健,辽宁省
1142,辽宁省妇女儿童基金会,“恒爱行动”项目,公共服务,辽宁省朝阳市
1143,浙江省老年事业发展基金会,农村老年活动设施建设,公共服务,浙江省
1144,辽宁省妇女儿童基金会,“安康计划—儿童医疗救助工程.爱眼护眼”工程项目,医疗救助,辽宁省葫芦岛市兴城市
1145,浙江省老年事业发展基金会,百寿宴,公共服务,浙江省杭州市
1146,辽宁省妇女儿童基金会,“音乐之声”春蕾女童班项目,教育,辽宁省本溪市桓仁满族自治县，辽宁省大连市中山区
1147,浙江省老年事业发展基金会,浙江省第二届“长者情”老年声乐大赛,艺术,浙江省
1148,浙江省李书福资助教育基金会,华润希望小镇项目,教育,浙江省
1149,浙江省李书福资助教育基金会,雅安定向资助,安全救灾,四川省雅安市
1150,浙江省李书福资助教育基金会,路桥慈善总会定向捐赠,教育,浙江省台州市
1151,浙江省李书福资助教育基金会,员工子女教育基金项目,扶贫助困,浙江省
1152,浙江省李书福资助教育基金会,GM1000定向资助项目,教育,浙江省
1153,浙江省李书福资助教育基金会,继续资助贫困家庭,扶贫助困,浙江省
1154,贵州省青年创业就业基金会,中国青年创业就业专项资金,创业,贵州省
1155,贵州省青年创业就业基金会,印江县韩家平小学基础设施专项资金,教育,贵州省铜仁地区印江土家族苗族自治县
1156,贵州省青年创业就业基金会,迤那创业帮扶款,创业,贵州省毕节地区威宁彝族回族苗族自治县
1157,贵州省青年创业就业基金会,优才加盟计划,创业,贵州省
1158,贵州省青年创业就业基金会,贵州农村青年创业帮扶款,创业,贵州省
1159,贵州省青年创业就业基金会,天马青年创业基金,创业,贵州省
1160,贵州省青年创业就业基金会,关爱农民工子弟帮扶款,创业,贵州省
1161,贵州省青年创业就业基金会,创业就业帮扶活动宣传费,创业,贵州省
1162,浙江省人民教育基金会,金凯德奖学金,教育,浙江省
1163,浙江省人民教育基金会,金华市精工工具制造公司,教育,浙江省
1164,浙江省人民教育基金会,荣盛控股集团定向捐赠,教育,浙江省
1165,浙江省人民教育基金会,杭州杭科光电股份公司思源助学金,教育,浙江省
1166,浙江省人民教育基金会,丽晶商业经营管理公司助赏金,教育,浙江省
1167,浙江省人民教育基金会,丽晶置业公司助学金,教育,浙江省
1168,浙江省人民教育基金会,浙江红袖实业公司捐赠,教育,浙江省
1169,浙江省人民教育基金会,浙江伟星实业公司助学金,教育,浙江省
1170,浙江省人民教育基金会,浙江中大新佳奖助学金,教育,浙江省
1171,浙江省人民教育基金会,杭州口腔医院有限公司捐赠,教育,浙江省
1172,浙江省人民教育基金会,东阳中天房地产捐赠,教育,浙江省
1173,河北石家庄二中教育发展基金会,年度表彰活动,教育,河北省石家庄市
1174,河北石家庄二中教育发展基金会,资助贫困生活动,教育,河北省石家庄市
1175,河北石家庄二中教育发展基金会,中国志愿服务基金会项目,志愿服务,河北省石家庄市
1176,河北石家庄二中教育发展基金会,学校三支队伍培训活动,教育,河北省石家庄市
1177,湖南省长郡未来基金会,对马山石镇中心学校（原青烟学校）贫困山区扶助,教育,湖南省娄底市涟源市
1178,湖南省长郡未来基金会,捐助涟源市三一学校书籍,教育,湖南省娄底市涟源市
1179,湖南省长郡未来基金会,捐款给长郡中学贫困生姜楠同学,教育,湖南省长沙市岳麓区
1180,湖南省长郡未来基金会,奖励优秀体育教练,体育,湖南省
1181,湖南省长郡未来基金会,长郡老师教研奖,教育,湖南省
1182,湖北大学教育发展基金会,湖北大学民盟同心助学金,教育,湖北省武汉市武昌区
1183,湖北大学教育发展基金会,湖北大学教师史金平兴发化工集团案例研究基金,科学研究,湖北省武汉市武昌区
1184,湖北大学教育发展基金会,湖北大学教育发展基金,教育,湖北省武汉市武昌区
1185,湖北大学教育发展基金会,湖北大学资源环境学院爱心基金,教育,湖北省武汉市武昌区
1186,湖北大学教育发展基金会,湖北大学哲学学院研究生教育发展基金,科学研究,湖北省武汉市武昌区
1187,湖北工业大学教育发展基金会,学生科技活动款（武汉佳禾时代服饰有限公司）,科学研究,湖北省武汉市青山区
1188,沈阳市职工爱心慈善基金会,爱心助劳模,扶贫助困,辽宁省沈阳市
1189,湖北工业大学教育发展基金会,张晓星“学生科技活动、电子竞赛”捐赠,教育，科学研究,湖北省武汉市青山区
1190,沈阳市职工爱心慈善基金会,爱心助环卫,扶贫助困,辽宁省沈阳市
1191,湖北工业大学教育发展基金会,蓝电爱心联盟雅安地震捐款,安全救灾,四川省雅安市
1192,湖北工业大学教育发展基金会,电气学院品学兼优贫困生,教育,湖北省武汉市武昌区
1193,沈阳市职工爱心慈善基金会,爱心大病、特困救助,医疗救助,辽宁省沈阳市
1194,湖北工业大学教育发展基金会,东来高飞助学金,教育,湖北省武汉市汉阳区
1195,沈阳市职工爱心慈善基金会,爱心助学,教育,辽宁省沈阳市
1196,浙江省娃哈哈慈善基金会,送温暖春风行动,扶贫助困,浙江省
1197,浙江省娃哈哈慈善基金会,馥莉基金助学捐赠,教育,浙江省杭州市
1198,浙江省娃哈哈慈善基金会,富阳湖源乡捐赠,扶贫助困,浙江省杭州市富阳市
1199,浙江省娃哈哈慈善基金会,馥莉基金余姚水灾捐赠,安全救灾,浙江省宁波市余姚市
1200,青岛市残疾儿童医疗康复基金会,捐赠,教育,山东省青岛市市辖区
1201,浙江省娃哈哈慈善基金会,馥莉基金孤儿院捐赠,公共服务,浙江省
