name,jingzichan_x,zhichu_x,shouru_x,feiyong_x
湖南省宁乡一中教育基金会,27693650.87,0.134861215,0.21864489,0.134861215
湖南省扶贫基金会,20733195.42,0.498955351,1.064905769,0.589142712
湖南省文化艺术基金会,140310634.3,1.248613549,1.470283256,1.248667558
湖南省湖湘文化基金会,6106761.67,0.140483295,0.171360768,0.140483295
湖南省老龄事业发展基金会,16041842.48,0.118081012,0.216973364,0.118081636
湖南省长沙理工大学教育基金会,18626530.85,0.07149612,0.210337824,0.075464884
湖南省长郡未来基金会,26429535.65,0.158392328,0.502760776,0.158416014
湖南省青少年发展基金会,181465027,0.939725895,0.926993552,0.93978489
湖南践行国学公益基金会,6616661.56,0.35347716,0.433314708,0.35347716
湖南青年创业就业基金会,50130404.14,0.810437356,0.654283215,0.812781723
湖南飞翔公益基金会,84840620.89,0.166989478,0.549653511,0.166989478
爱佑慈善基金会,709356733.5,0.654715448,0.918231714,0.654715448
爱德基金会,975357781.3,0.273546933,0.375254709,0.273547343
王振滔慈善基金会,62769215.01,0.505209465,0.520871253,0.508520926
甘肃兴华青少年助学基金会,13528068.74,0.159115062,0.186312828,0.159115062
甘肃妇女儿童发展基金会,24486934.31,1.214226132,1.187139658,1.213552304
甘肃省兰州市城关区文化产业发展基金会,6177477.54,0.185698958,0.001992702,0.08823461
盐城市扶贫基金会,10218247.21,0.034552173,0.424338921,0.034578314
石家庄市志愿服务基金会,23014173.11,0.110242754,0.088454392,0.110245361
石河子大学教育基金会,14521404.87,0.300826899,0.549497976,0.300826899
神华公益基金会,1791413908,0.330601927,0.087451351,0.330601927
福州大学教育发展基金会,71024534.61,0.603371043,0.525353283,0.605482989
福州市人口福利基金会,55584235.64,0.183346867,0.194258278,0.183583695
福建农林大学教育发展基金会,53459558.51,0.084922239,0.291380604,0.084922239
福建海西青年创业基金会,13111361.5,1.126420201,0.6951579,1.141140037
福建省人口福利基金会,6460322.88,0.745091335,0.436586057,0.745193149
福建省侨联事业发展基金会,17733203.96,0.158760793,0.169507643,0.158760793
福建省发展体育事业基金会,18916832.46,0.311641274,0.378611039,0.238221303
福建省同心慈善基金会,20763049.28,0.514305284,0.847280453,0.520083722
福建省妇女儿童发展基金会,55669429.52,0.228662419,0.291967311,0.228838988
福建省安发高益槐科技教育发展基金会,3888340.82,0.072859868,0.588959275,0.072859868
福建省扶贫基金会,43692759.44,0.440344251,0.669323092,0.445734087
福建省正荣公益基金会,12871042.86,2.857999332,3.347205847,2.858687544
福建省泉州第五中学教育基金会,67738930.52,0.182179601,0.333044259,0.211123687
福建省潘振东教育基金会,55406908.91,0.098294228,0.00170226,0.098294228
福建省石竹慈善基金会,17834259.16,1.449206242,1.399522697,1.57091732
福建省黄仲咸教育基金会,607045432.7,0.089690647,0.112585147,0.10430689
福建省龙岩扶贫基金会,28394164.81,0.117461183,0.106867493,0.117461183
福建集美大学教育发展基金会,357164476.8,0.082523391,0.103866809,0.08336334
科左后旗扶贫助学基金会,6824173.58,0.188979024,0.204943121,0.188979024
绍兴市柯桥区中厦慈善基金会,887642.84,1.285552498,0.304311586,1.285552498
绵阳市关心下一代基金会,22202887.29,0.050767631,0.442297128,0.050767631
老牛基金会,3283257572,0.173438266,0.509026434,0.173438266
腾讯公益慈善基金会,1408883982,0.316429896,0.681924126,0.316429896
芜湖市爱心助学基金会,39415000.15,0.074313012,0.128479095,0.074039004
苏州公安大病特困救助基金会,32854979.36,0.044392942,0.139411805,0.082564477
苏州和合文化基金会,18287207.26,0.191257425,0.626470794,0.191257425
苏州明德公益基金会,11126133.01,0.283186821,0.366242693,0.283186821
西安科技大学教育基金会,14974779.61,0.080747365,0.285471785,0.080747365
西昌市关心下一代基金会,18245298.14,0.129232884,0.282898309,0.129232884
贵州文化薪火乡村发展基金会,5696602.04,1.491499422,1.246718855,1.512184836
贵州省同心光彩事业基金会,15885475.13,0.649105176,0.634971699,0.649105176
贵州省妇女儿童发展基金会,50291165.57,1.249247591,1.428209105,1.249247591
贵州省春晖行动发展基金会,16395732.53,0.953570708,0.938830793,0.953570708
贵州省贵阳市生态文明基金会,128963017.5,0.060380335,0.090226498,0.060380335
贵州省青年创业就业基金会,15506667.43,0.702466422,0.625728291,0.711412693
资阳市关心下一代基金会,15714966.27,0.313480749,0.424282848,0.313480749
辽宁爱之光防盲基金会,35111806.56,0.389344906,0.369814529,0.426797577
辽宁省妇女儿童基金会,21973524.17,0.189026948,0.259101984,0.189026948
辽宁省辽宁大学教育基金会,19822763.24,0.108825282,0.6462343,0.108825282
辽宁省青年创业基金会,31300966.57,0.143383265,0.169591809,0.143404939
连云港正大天晴爱心基金会,7904900.64,0.096297561,0.40395499,0.096307997
遂宁市关心下一代基金会,23072421.59,0.215930163,0.437345156,0.215891895
郑州市嵩山文明研究基金会,65377785.64,0.051755605,0.482646944,0.051755605
重庆光彩事业基金会,16367740.16,0.719556706,1.158566611,0.753037199
重庆大学教育发展基金会,396875390.9,0.537571404,0.569830408,0.538944791
重庆孤残儿童援助基金会,25702467.07,0.142316534,0.165117119,0.142316534
重庆宣传文化发展基金会,14158639.54,0.329244829,0.31030098,0.329338482
重庆市妇女儿童基金会,20882462.67,0.964888299,1.094603034,0.964888299
重庆市武隆县扶贫基金会,24435314.71,1.338356589,1.766030329,1.338356589
重庆市法律援助基金会,13215064.99,0.289357085,0.3102386,0.289357085
重庆市青年志愿服务基金会,14372821.98,0.138383576,0.210614393,0.137563954
重庆浙商爱心基金会,16066379.02,0.579583995,0.560740535,0.579583995
重庆西南大学教育基金会,130482475.2,0.304544516,0.532935329,0.304544516
长安大学教育基金会,22641656.17,0.285428219,0.339971372,0.285428219
长春工程学院教育基金会,7524240.32,0.200821895,0.253640503,0.200821895
长江大学教育发展基金会,101858249.6,0.093374788,0.268826166,0.097957046
长沙市体育发展基金会,7755228.83,0.566537607,0.507343153,0.566537607
长沙市志愿服务基金会,53048391.16,0.04443242,0.305321656,0.044477662
闽都中小银行教育发展基金会,199105180.8,0.062098086,0.374608902,0.081207761
阿拉善生态基金会,90463595.26,0.106714953,0.40700083,0.114576977
阿里巴巴公益基金会,164809543.5,1.151461421,1.146301075,1.151461421
陕西妇女儿童发展基金会,35718003.09,0.695855695,0.879804239,0.688587948
陕西省红十字基金会,58838029.4,0.766756068,0.543867504,0.768231885
陕西省老龄事业发展基金会,145000277.7,3.542432591,0.174107064,0.062828085
陕西省西安市老龄事业发展基金会,47143230.25,0.184477296,0.247881205,0.185447033
陕西省青年创业就业基金会,4438841.14,0.362637864,0.374532532,0.362637864
陕西纯山教育基金会,10713766.25,0.666562687,0.931031494,0.667158954
雅安市关心下一代基金会,24277733.47,0.237535784,0.336179709,0.237535784
青岛农业大学教育发展基金会,8453779.55,0.280709946,0.37502132,0.280709946
青岛大学教育发展基金会,15190767.15,0.502219083,0.620899615,0.502219083
青岛市天泰公益基金会,217252848.3,0.029107885,0.02794519,0.029107885
青岛市残疾儿童医疗康复基金会,18178810.36,0.077811877,0.159136315,0.077811877
青海妇女儿童发展基金会,29075639.71,0.86174193,0.738221123,0.865759176
青海省玉树州困难职工帮扶基金会,7643469.28,0.442895029,0.138864041,0.307708118
青海省雪域仁济慈善基金会,2119099.86,7.348383809,9.251771821,8.302988798
顶新公益基金会,87040949.97,0.745593332,0.822103633,0.734295194
顺丰公益基金会,53439258.7,0.654086007,1.231126534,0.654086568
首都师范大学教育基金会,54372113.66,0.144153074,0.513075282,0.144153074
香江社会救助基金会,209121503.7,0.148575299,0.598359992,0.149057914
鲁迅文化基金会,90473817.97,0.244721691,0.339845946,0.244721691
黄奕聪慈善基金会,60449963.36,0.228870386,0.221253665,0.228870386
黑龙江大学教育发展基金会,14291573.42,0.347858163,0.270659323,0.347897767
黑龙江省东北林业大学教育发展基金会,16409930.84,0.400467027,0.417823169,0.622612341
黑龙江省体育发展基金会,2002300.01,0.124219647,0.799413041,0.122183488
黑龙江省华侨经济文化基金会,5875102.79,0.53228821,0.90720267,0.53228821
黑龙江省哈尔滨妇女儿童基金会,5396467.53,0.238251888,0.497026267,0.238251888
黑龙江省妇女儿童基金会,16644789.51,0.731764533,0.741869377,0.73200692
黑龙江省青年创业就业基金会,19239554.82,0.238435036,0.335341936,0.238435036
