基金会名称,净资产,总支出,总收入,费用合计,label
新疆维吾尔自治区新勇教育基金会,65751902.59,3755406.39,0,3755406.39,2
无锡灵山慈善基金会,24790471.76,69545465.72,93268108.24,69547916.72,8
昆山市党员关爱暨帮扶困难群众基金会,333768273.2,35833214.2,44196932.97,35833114.2,2
晋江市安海中心小学种胜教育基金会,4611122.71,9837,2620959.71,9837,4
晋江市陈埭民族中学教育基金会,86979906.48,9073634.16,17131487.72,1104892.41,6
李四光地质科学奖基金会,99479627.7,10270694.68,15934641.24,10270694.68,6
杭州市余杭区老年基金会,34685759.33,2294622.34,2637551.06,2295551.34,2
杭州市公羊会公益基金会,1580799.82,1872639.67,3233023.24,1872639.67,1
杭州市关爱孤儿基金会,7939605.32,2465199.21,2665219.22,2360688.75,0
杭州市老龄事业发展基金会,43268032.19,6660515.99,6811951.29,6660515.99,6
杭州市送温暖工程基金会,34386592.39,3567434.5,1980035.84,3567434.5,2
林则徐基金会,19619442.07,3602794.67,4132547.94,3755455.67,6
桃源居公益事业发展基金会,313781544.5,63565570.41,63994766.8,63565570.41,6
桐庐县老龄事业发展基金会,10691926.81,872487,941553.49,872487,2
梅州市希望教育基金会,40211671.67,13095263.95,14902277.06,13353165.13,0
榆林学院教育发展基金会,21226271.5,2677488.11,4654330.73,2677488.11,6
武汉善之源公益基金会,1785446.35,301215.96,86662.31,301215.96,2
武汉大学姚梅镇法学基金会,6445626.39,73502.92,4519129.31,73502.92,3
武汉大学马克昌法学基金会,16936263.09,2113437.16,6835452.37,2124704.74,4
武汉市石门峰慈善基金会,1888781.68,41084,7732.81,41084,2
武汉市社会组织发展基金会,10276360.83,2902384.68,4010533.36,2902384.68,0
武汉理工大学教育发展基金会,65618203.36,17273342.16,39289512.32,17273342.16,7
武汉科技大学教育发展基金会,2206620.85,96194.85,302815.7,96194.85,2
比亚迪慈善基金会,67087556.85,16077683.68,12137187.42,16089632.76,6
永恒慈善基金会,60304849.5,3755420,3752156.81,3755681.75,2
江汉大学教育发展基金会,27004640.32,2310343.5,1466972.44,2310343.5,2
江苏七彩凤凰母语发展基金会,8696721.75,1524680.27,1856500,1524680.27,6
江苏中大公益基金会,149000521.6,7219450.6,6784242.7,11441546.07,2
江苏元林慈善基金会,1167848079,303457204.1,303549669.5,303457204.1,0
江苏华夏慈善基金会,4149901.52,382154.49,97512.86,379146.91,2
江苏国信企业发展研究基金会,91217063.53,4406830.38,4852443.24,4407255.88,2
江苏宏大青少年人才发展基金会,22772219.99,2474663.64,1378101.47,2474663.64,2
江苏宏德文化出版基金会,3155667.23,3182852.35,3137569.94,3182952.35,1
江苏昌明教育基金会,10080077.69,16100303.48,14607153.28,16100306.46,8
江苏沙钢公益基金会,41521926.35,8706698.5,9113590.28,8706666.5,6
江苏海澜教育发展基金会,277630176.8,26254960.41,10363891.63,26278555.95,2
江苏省儿童少年福利基金会,92469273.87,48968901.04,59250481,48890788.23,5
江苏省关心下一代基金会,105103156.6,7439357.81,15414460.92,11069935.14,2
江苏省扬州中学教育发展基金会,32691114.22,5148905.8,10647837.56,5148905.8,6
江苏省扶贫基金会,81493574.89,10703232.38,13530316.98,10705291.88,6
江苏省美德基金会,121145668.2,10661204.7,11962097.63,10661204.7,2
江苏省青少年发展基金会,85710387.73,40909402.97,64184932.57,40909402.97,7
江苏言恭达文化基金会,5260936.44,3767812.68,3374215.68,3767812.68,5
江苏长江平民教育基金会,26417853.31,2334655.8,5600337.82,2334655.8,6
江苏陶欣伯助学基金会,2419670297,63478130.2,1049459103,63548967.64,4
江西师范大学教育发展基金会,19079263.81,7773473.9,15619026.53,7773882.68,7
江西省体育发展基金会,6052845.26,6632632.5,8460463.26,6632632.5,1
江西省革命老区爱心基金会,22323873.47,10416921.66,9115474.54,10809659.33,5
沈阳市职工爱心慈善基金会,109650938.7,27967988.3,33092890.59,27967988.3,0
河仁慈善基金会,7352610084,575352350.2,519861294.8,575352350.2,2
河北省佛教慈善基金会,26392740.95,16710562.01,19652023.05,16686226.69,5
河北省妇女儿童发展基金会,20135548.18,13516469.41,16138812.89,13516469.41,5
河北省红十字基金会,43316867.81,37931700.21,36686993.09,37931700.21,1
河北省青年就业创业基金会,16782968.03,8641290.8,8983008.16,8641290.8,5
河北石家庄二中教育发展基金会,8645085.41,3252019.33,3154553.31,3252019.33,0
河南大学教育发展基金会,120403012.5,13649008.42,21474696.59,13649008.42,6
河南省儿童希望救助基金会,16164243.59,24758796.81,26565071.16,24758796.81,8
河南省光彩事业基金会,155210574.1,247144432.3,210396217.2,247147799.1,8
河南省华夏历史文明传承创新基金会,17618159.86,1114758.74,1288344.21,1115085.74,2
河南省宋庆龄基金会,2268847122,3327579999,485159284.5,3327579999,9
河南省福兴儿童公益基金会,6490214.22,2201656.68,2669466.4,2428212.07,0
河南足球事业发展基金会,17176587.83,128701249.4,128757148.8,128701249.4,8
泉州向善救助基金会,4286479.2,1821623.98,1242963.39,1821623.98,0
泛海公益基金会,600271424.3,166897478.5,167031511.7,166897478.5,0
泸州市关心下一代基金会,16882531.55,4986352.7,6339804.26,4986352.7,0
洪泽县爱心助学基金会,645700,569100,765500,569100,1
济南大学教育发展基金会,10936450.68,1595791.04,4986472.4,1595791.04,4
浙江中国计量学院教育基金会,10084047.92,929407.23,2845792.29,929417.23,6
浙江千手慈善基金会,8540328.37,4904631.85,4179703.08,4904631.85,5
浙江千训爱心慈善基金会,30768263.04,42000786.43,43674858.8,41994925.56,8
浙江大学宁波理工学院教育发展基金会,28289723.18,3889023.73,4510329.1,3889023.73,6
浙江大学教育基金会,4319142448,502965763.7,1290597803,502965763.7,6
浙江天景生公益基金会,19209774.82,3696689.08,10891803.71,3633638.32,4
浙江敦和慈善基金会,301787243.2,212154936.1,355302721.5,212154936.1,1
浙江正泰公益基金会,217218071.7,48017246.33,41018901.04,48017246.33,6
浙江永强慈善基金会,1722176.36,4371099,4680137.34,4371099,8
浙江泰隆慈善基金会,3960149.48,2526487.25,1973313.02,2526487.25,5
浙江湖畔大学创业研究基金会,2009209.46,10167050.56,10176260.02,10167050.56,8
浙江省人民教育基金会,96678386.99,22785538,24340833.03,22819225,0
浙江省体育基金会,39927875.28,18369416.83,32947838.68,18369416.83,7
浙江省北京师范大学南湖附属学校教育基金会,16146641.94,1715753.97,5984579.05,1715753.97,4
浙江省发展侨务事业基金会,8950409.46,3041397.37,3503427.38,3041397.37,0
浙江省娃哈哈慈善基金会,9073534.32,53790957.9,51943670.39,53790957.9,8
浙江省寅幸慈善基金会,16840885.96,3895295.54,705867.17,3898199.64,2
浙江省扶贫基金会,49723947.81,25280452.38,37554229.99,25280452.38,7
浙江省李书福资助教育基金会,69131642.22,6946923.3,37061972.63,6946923.3,4
浙江省杭州宋都公益基金会,39169456.86,1197979.94,376844.79,1197979.94,2
浙江省网易慈善基金会,30258155.63,12975047.21,12902013.46,12976395.46,0
浙江省老年事业发展基金会,56124143.2,16407276.43,18850396.22,16407276.43,0
浙江省阳光教育基金会,39832405.86,13914696.44,19907445.55,13939652.84,7
浙江省革命老区发展基金会,36927564.58,8768089.92,11665486.51,8768089.92,0
浙江西子慈善基金会,2612614.62,1397263.74,0,1397263.74,9
浙江青田之家公益基金会,58959825.94,8732344,6697703.89,8732344,2
浙江馥莉慈善基金会,13645398.51,8437604,22042443.58,8437604,1
浙江马云公益基金会,105050332.9,6570112.03,107620056,6570112.03,3
海仓慈善基金会,50019514.46,4154066.62,4112044.47,4154778.1,2
海南成美慈善基金会,101344935,38846685.54,42966573.68,39068348.33,0
海南改革发展研究基金会,33266279.4,6591606.57,5242459.36,6882917.83,6
海南省李惠智教育基金会,6151765.77,657287.74,1447916.93,658176.7,6
海南省残疾人基金会,36207419.25,47591796.77,67830153.66,47591796.77,1
海门文明村爱心基金会,8286799.51,1143255.5,1809606.77,1349055.5,6
淮阴工学院教育发展基金会,56125169.7,27596075.4,13650127.5,6465812.4,0
深圳壹基金公益基金会,1233104756,558083796.6,855642762.5,557167867.5,7
深圳市TCL公益基金会,8562588.32,51560266.94,38940957.74,40642552.73,8
深圳市博时慈善基金会,9999916.97,10488243.14,7560462.34,10488243.14,9
深圳市同心慈善基金会,78240758.6,37187431.46,75653712.69,37187431.46,7
深圳市志愿服务基金会,44838414.8,13576640.76,18763518.05,13576640.76,0
深圳市朱树豪纪念慈善基金会,663599.44,7304496.43,7858134.89,2933105.2,8
深圳市欣旺达慈善基金会,4300874.58,4039156.64,5200000,3838534.06,1
深圳市石门坎教育公益基金会,2883160.44,302683.06,1185843.5,302683.06,4
深圳市精锐教育基金会,-22273.71,2066439.88,1923753.06,2066439.88,8
深圳市红树林湿地保护基金会,17630556.89,11348115.35,11408941.48,11348115.35,5
深圳市综研软科学发展基金会,86639971.78,8118662.74,2853223.52,6909045.69,2
深圳市绿色低碳发展基金会,17374928.28,9233836.71,6867780.15,7366619.31,5
深圳市绿色基金会,43526974.57,33129782.66,15180984.03,33129782.66,9
深圳市老龄事业发展基金会,14313343.04,394790.67,1310361.38,394360.67,2
深圳市荣超公益基金会,20473247.15,500000,995783.23,534475,2
深圳市警察基金会,779423003.2,57485684.09,189442086.2,57628397.79,6
深圳市郑卫宁慈善基金会,11480420.63,16651376.94,20512258.48,16835626.48,8
深圳市雅昌艺术基金会,6163434.52,910353.17,1195424.2,904280.9,6
深圳市青少年发展基金会,63778599.69,33754988.4,29733465.15,33754988.4,5
清华大学教育基金会,12782356407,2120380742,5724241471,2120380742,4
温州大学教育发展基金会,75619301.71,6575278.9,17361535.11,6575278.9,6
温州市实验中学教育发展基金会,37188069.96,5570122.02,3048679.72,5570122.02,2
温州市永乐科技奖励医疗救助基金会,12740789.99,2781670.3,2850635.21,2782985.8,6
湖北大学教育发展基金会,74031961.34,9607141.88,21993972.67,9648018.38,6
湖北工业大学教育发展基金会,78450239.51,8385523.88,29143635.96,8385523.88,4
湖北省体育基金会,10851044.22,1321898.08,3120912.24,2366659.3,6
湖北省妇女儿童发展基金会,90089380.85,8926537.38,18520330.24,8926537.38,6
湖北省宜昌一中教育发展基金会,13930578.74,2524745.49,2544506.39,2524745.49,6
湖北省青年创业就业基金会,13002684.97,4765920.14,4463504.55,3441785.68,0
湖南弘慧教育发展基金会,77311540.36,16569223.89,45103655.33,16569100.57,4
湖南省中南林业科技大学教育基金会,13601930.96,1349420.06,212181.72,1350831.15,2
湖南省妇女儿童发展基金会,37759770.74,11282828.34,14593776.01,11286663.24,0
湖南省宁乡一中教育基金会,27693650.87,3734799.41,6055075.25,3734799.41,6
湖南省扶贫基金会,20733195.42,10344938.8,22078899.42,12214810.98,7
湖南省文化艺术基金会,140310634.3,175193759.1,206296376.3,175201337.1,1
湖南省湖湘文化基金会,6106761.67,857898,1046459.37,857898,6
湖南省老龄事业发展基金会,16041842.48,1894237,3480652.53,1894247,6
湖南省长沙理工大学教育基金会,18626530.85,1331724.69,3917863.97,1405648.99,6
湖南省长郡未来基金会,26429535.65,4186235.68,13287733.85,4186861.68,4
湖南省青少年发展基金会,181465027,170527384.8,168216909.9,170538090.4,1
湖南践行国学公益基金会,6616661.56,2338838.74,2867096.77,2338838.74,0
湖南青年创业就业基金会,50130404.14,40627552.2,32799481.98,40745076.23,5
湖南飞翔公益基金会,84840620.89,14167491,46632945.19,14167491,4
爱佑慈善基金会,709356733.5,464426811.5,651353849.1,464426811.5,1
爱德基金会,975357781.3,266806129.9,366007600.1,266806529.9,0
王振滔慈善基金会,62769215.01,31711601.52,32694679.65,31919459.36,5
甘肃兴华青少年助学基金会,13528068.74,2152519.5,2520452.74,2152519.5,6
甘肃妇女儿童发展基金会,24486934.31,29732675.54,29069410.83,29716175.54,8
甘肃省兰州市城关区文化产业发展基金会,6177477.54,1147151.14,12309.87,545067.32,2
盐城市扶贫基金会,10218247.21,353062.65,4336000,353329.76,4
石家庄市志愿服务基金会,23014173.11,2537145.82,2035704.68,2537205.82,2
石河子大学教育基金会,14521404.87,4368429.19,7979482.58,4368429.19,7
神华公益基金会,1791413908,592244889.3,156661567.2,592244889.3,0
福州大学教育发展基金会,71024534.61,42854147.5,37312972.4,43004147.5,5
福州市人口福利基金会,55584235.64,10191195.46,10797697.88,10204359.35,6
福建农林大学教育发展基金会,53459558.51,4539905.4,15577078.44,4539905.4,6
福建海西青年创业基金会,13111361.5,14768902.45,9114466.53,14961899.55,9
福建省人口福利基金会,6460322.88,4813530.6,2820486.89,4814188.35,9
福建省侨联事业发展基金会,17733203.96,2815337.53,3005913.61,2815337.53,6
福建省发展体育事业基金会,18916832.46,5895265.77,7162121.6,4506392.47,0
福建省同心慈善基金会,20763049.28,10678545.95,17592125.8,10798523.95,7
福建省妇女儿童发展基金会,55669429.52,12729506.44,16253653.64,12739335.89,0
福建省安发高益槐科技教育发展基金会,3888340.82,283304,2290074.39,283304,4
福建省扶贫基金会,43692759.44,19239855.43,29244572.83,19475352.24,7
福建省正荣公益基金会,12871042.86,36785431.9,43082029.92,36794289.9,8
福建省泉州第五中学教育基金会,67738930.52,12340651.36,22560061.91,14301292.78,6
福建省潘振东教育基金会,55406908.91,5446179.33,94316.96,5446179.33,2
福建省石竹慈善基金会,17834259.16,25845519.7,24959450.48,28016146.6,8
福建省黄仲咸教育基金会,607045432.7,54446297.61,68344299.15,63319021.26,2
福建省龙岩扶贫基金会,28394164.81,3335212.18,3034413.21,3335212.18,2
福建集美大学教育发展基金会,357164476.8,29474423.76,37097534.38,29774423.76,2
科左后旗扶贫助学基金会,6824173.58,1289625.66,1398567.43,1289625.66,6
绍兴市柯桥区中厦慈善基金会,887642.84,1141111.47,270120,1141111.47,9
绵阳市关心下一代基金会,22202887.29,1127188,9820273.28,1127188,4
老牛基金会,3283257572,569442500.8,1671264895,569442500.8,4
腾讯公益慈善基金会,1408883982,445813012.6,960751978.1,445813012.6,7
芜湖市爱心助学基金会,39415000.15,2929047.37,5064003.56,2918247.37,2
苏州公安大病特困救助基金会,32854979.36,1458529.2,4580371.98,2712654.2,2
苏州和合文化基金会,18287207.26,3497564.18,11456401.25,3497564.18,4
苏州明德公益基金会,11126133.01,3150774.24,4074864.92,3150774.24,0
西安科技大学教育基金会,14974779.61,1209174,4274877.06,1209174,6
西昌市关心下一代基金会,18245298.14,2357892.5,5161563.99,2357892.5,6
贵州文化薪火乡村发展基金会,5696602.04,8496478.65,7102061.17,8614315.22,8
贵州省同心光彩事业基金会,15885475.13,10311344.13,10086827.14,10311344.13,5
贵州省妇女儿童发展基金会,50291165.57,62826117.46,71826300.55,62826117.46,1
贵州省春晖行动发展基金会,16395732.53,15634490.28,15392818.57,15634490.28,1
贵州省贵阳市生态文明基金会,128963017.5,7786830.18,11635881.46,7786830.18,2
贵州省青年创业就业基金会,15506667.43,10892913.19,9702960.51,11031640.03,5
资阳市关心下一代基金会,15714966.27,4926339.4,6667590.64,4926339.4,0
辽宁爱之光防盲基金会,35111806.56,13670603.04,12984856.19,14985633.98,0
辽宁省妇女儿童基金会,21973524.17,4153588.2,5693383.71,4153588.2,6
辽宁省辽宁大学教育基金会,19822763.24,2157217.8,12810149.53,2157217.8,4
辽宁省青年创业基金会,31300966.57,4488034.79,5308387.55,4488713.19,6
连云港正大天晴爱心基金会,7904900.64,761222.65,3193224.06,761305.15,4
遂宁市关心下一代基金会,23072421.59,4982031.76,10090611.82,4981148.83,4
郑州市嵩山文明研究基金会,65377785.64,3383666.88,31554388.46,3383666.88,4
重庆光彩事业基金会,16367740.16,11777517.2,18963117.24,12325517.2,1
重庆大学教育发展基金会,396875390.9,213348861.2,226151665.8,213893924.5,5
重庆孤残儿童援助基金会,25702467.07,3657886.02,4243917.31,3657886.02,6
重庆宣传文化发展基金会,14158639.54,4661658.86,4393439.72,4662984.86,0
重庆市妇女儿童基金会,20882462.67,20149243.89,22858006.99,20149243.89,1
重庆市武隆县扶贫基金会,24435314.71,32703164.44,43153506.88,32703164.44,1
重庆市法律援助基金会,13215064.99,3823872.69,4099823.26,3823872.69,0
重庆市青年志愿服务基金会,14372821.98,1988962.5,3027123.17,1977182.22,6
重庆浙商爱心基金会,16066379.02,9311816.13,9009069.97,9311816.13,5
重庆西南大学教育基金会,130482475.2,39737722.23,69538720.91,39737722.23,7
长安大学教育基金会,22641656.17,6462567.6,7697514.91,6462567.6,0
长春工程学院教育基金会,7524240.32,1511032.2,1908452.1,1511032.2,6
长江大学教育发展基金会,101858249.6,9510992.48,27382162.68,9977733.28,6
长沙市体育发展基金会,7755228.83,4393628.78,3934562.25,4393628.78,5
长沙市志愿服务基金会,53048391.16,2357068.4,16196822.62,2359468.4,6
闽都中小银行教育发展基金会,199105180.8,12364050.56,74586573.27,16168885.93,4
阿拉善生态基金会,90463595.26,9653818.36,36818758.37,10365045.31,4
阿里巴巴公益基金会,164809543.5,189771831.2,188921356.9,189771831.2,1
陕西妇女儿童发展基金会,35718003.09,24854575.87,31424850.54,24594986.47,1
陕西省红十字基金会,58838029.4,45114416.06,32000092.19,45201250.25,9
陕西省老龄事业发展基金会,145000277.7,513653709.3,25245572.61,9110089.76,9
陕西省西安市老龄事业发展基金会,47143230.25,8696855.63,11685920.71,8742572.18,6
陕西省青年创业就业基金会,4438841.14,1609691.87,1662490.41,1609691.87,0
陕西纯山教育基金会,10713766.25,7141396.82,9974853.8,7147785.08,1
雅安市关心下一代基金会,24277733.47,5766830.46,8161681.38,5766830.46,0
青岛农业大学教育发展基金会,8453779.55,2373060,3170347.57,2373060,0
青岛大学教育发展基金会,15190767.15,7629093.15,9431941.48,7629093.15,5
青岛市天泰公益基金会,217252848.3,6323770.96,6071172.03,6323770.96,2
青岛市残疾儿童医疗康复基金会,18178810.36,1414527.36,2892908.9,1414527.36,2
青海妇女儿童发展基金会,29075639.71,25055697.89,21464251.41,25172501.87,5
青海省玉树州困难职工帮扶基金会,7643469.28,3385254.55,1061403.03,2351957.55,0
青海省雪域仁济慈善基金会,2119099.86,15571959.1,19605428.37,17594862.4,8
顶新公益基金会,87040949.97,64897151.88,71556681.21,63913751.27,1
顺丰公益基金会,53439258.7,34953871.33,65790489.34,34953901.33,1
首都师范大学教育基金会,54372113.66,7837907.31,27896987.55,7837907.31,4
香江社会救助基金会,209121503.7,31070289.99,125129941.2,31171215.15,4
鲁迅文化基金会,90473817.97,22140905.75,30747160.29,22140905.75,0
黄奕聪慈善基金会,60449963.36,13835206.46,13374775.95,13835206.46,6
黑龙江大学教育发展基金会,14291573.42,4971440.48,3868147.58,4972006.48,0
黑龙江省东北林业大学教育发展基金会,16409930.84,6571636.22,6856449.3,10217025.46,5
黑龙江省体育发展基金会,2002300.01,248725,1600664.74,244648,3
黑龙江省华侨经济文化基金会,5875102.79,3127247.95,5329908.94,3127247.95,7
黑龙江省哈尔滨妇女儿童基金会,5396467.53,1285718.58,2682186.11,1285718.58,4
黑龙江省妇女儿童基金会,16644789.51,12180066.62,12348259.62,12184101.1,5
黑龙江省青年创业就业基金会,19239554.82,4587383.95,6451829.56,4587383.95,0
